year,quarter,region,economic_activity,facility_size,no_of_faicility,saudi_employees,male_saudies,female_saudies,foreign_employees,male_foreigners,female_foreigners
2023,1,منطقة الباحة,الخدمات,صغيرة,7,8,8,0,43,43,0
2023,1,منطقة الباحة,الخدمات,متناهية الصغر,164,12,8,4,201,201,0
2023,1,منطقة الجوف,الخدمات,صغيرة,21,46,25,21,196,196,0
2023,1,منطقة الجوف,الخدمات,كبيرة,1,118,108,10,799,796,3
2023,1,منطقة الجوف,الخدمات,متناهية الصغر,809,42,25,17,1158,1152,6
2023,1,منطقة الجوف,الخدمات,متوسطة,1,1,1,0,63,63,0
2023,1,منطقة الحدود الشمالية,الخدمات,صغيرة,2,1,1,0,15,15,0
2023,1,منطقة الحدود الشمالية,الخدمات,متناهية الصغر,86,8,4,4,101,101,0
2023,1,منطقة الرياض,الخدمات,صغيرة,485,907,399,508,6562,6516,46
2023,1,منطقة الرياض,الخدمات,كبيرة,19,2096,1781,315,16388,16373,15
2023,1,منطقة الرياض,الخدمات,متناهية الصغر,7311,598,276,322,12973,12913,60
2023,1,منطقة الرياض,الخدمات,متوسطة,90,983,428,555,8211,8161,50
2023,1,منطقة القصيم,الخدمات,صغيرة,93,171,94,77,1258,1253,5
2023,1,منطقة القصيم,الخدمات,كبيرة,3,1491,1114,377,6001,6000,1
2023,1,منطقة القصيم,الخدمات,متناهية الصغر,1274,146,96,50,1884,1876,8
2023,1,منطقة القصيم,الخدمات,متوسطة,15,207,144,63,1481,1479,2
2023,1,منطقة المدينة المنورة,الخدمات,صغيرة,48,82,50,32,546,543,3
2023,1,منطقة المدينة المنورة,الخدمات,متناهية الصغر,885,92,63,29,1248,1240,8
2023,1,منطقة المدينة المنورة,الخدمات,متوسطة,4,59,36,23,340,340,0
2023,1,منطقة تبوك,الخدمات,صغيرة,34,27,14,13,472,472,0
2023,1,منطقة تبوك,الخدمات,كبيرة,2,216,133,83,1189,1188,1
2023,1,منطقة تبوك,الخدمات,متناهية الصغر,857,50,29,21,1091,1091,0
2023,1,منطقة تبوك,الخدمات,متوسطة,2,0,0,0,121,121,0
2023,1,منطقة جازان,الخدمات,صغيرة,32,37,22,15,351,349,2
2023,1,منطقة جازان,الخدمات,متناهية الصغر,766,27,21,6,1279,1275,4
2023,1,منطقة جازان,الخدمات,متوسطة,1,5,4,1,50,50,0
2023,1,منطقة حائل,الخدمات,صغيرة,45,39,24,15,497,494,3
2023,1,منطقة حائل,الخدمات,كبيرة,2,675,662,13,2076,2075,1
2023,1,منطقة حائل,الخدمات,متناهية الصغر,1495,69,37,32,2696,2690,6
2023,1,منطقة حائل,الخدمات,متوسطة,6,43,26,17,539,539,0
2023,1,منطقة عسير,الخدمات,صغيرة,62,78,52,26,698,696,2
2023,1,منطقة عسير,الخدمات,متناهية الصغر,1139,64,39,25,1433,1431,2
2023,1,منطقة عسير,الخدمات,متوسطة,6,51,34,17,555,555,0
2023,1,منطقة مكة المكرمة,الخدمات,صغيرة,107,147,74,73,1126,1114,12
2023,1,منطقة مكة المكرمة,الخدمات,كبيرة,3,492,285,207,2683,2682,1
2023,1,منطقة مكة المكرمة,الخدمات,متناهية الصغر,2098,134,66,68,3095,3085,10
2023,1,منطقة مكة المكرمة,الخدمات,متوسطة,9,85,38,47,733,646,87
2023,1,منطقة نجران,الخدمات,صغيرة,19,18,9,9,217,217,0
2023,1,منطقة نجران,الخدمات,متناهية الصغر,703,18,8,10,1035,1029,6
2023,1,منطقة نجران,الخدمات,متوسطة,2,8,7,1,194,194,0
2023,1,المنطقة الشرقية,الخدمات,صغيرة,57,481,391,90,633,625,8
2023,1,المنطقة الشرقية,الخدمات,كبيرة,27,28346,27222,1124,11464,11444,20
2023,1,المنطقة الشرقية,الخدمات,متناهية الصغر,77,93,66,27,93,92,1
2023,1,المنطقة الشرقية,الخدمات,متوسطة,23,1405,1294,111,1070,1064,6
2023,1,منطقة الباحة,الخدمات,متناهية الصغر,3,0,0,0,6,6,0
2023,1,منطقة الجوف,الخدمات,متناهية الصغر,6,0,0,0,12,12,0
2023,1,منطقة الحدود الشمالية,الخدمات,صغيرة,2,5,3,2,24,24,0
2023,1,منطقة الرياض,الخدمات,صغيرة,11,73,46,27,150,150,0
2023,1,منطقة الرياض,الخدمات,كبيرة,1,538,426,112,127,127,0
2023,1,منطقة الرياض,الخدمات,متناهية الصغر,46,68,48,20,35,35,0
2023,1,منطقة الرياض,الخدمات,متوسطة,2,87,74,13,158,156,2
2023,1,منطقة القصيم,الخدمات,متناهية الصغر,4,2,1,1,13,13,0
2023,1,منطقة المدينة المنورة,الخدمات,متناهية الصغر,4,1,1,0,4,4,0
2023,1,منطقة تبوك,الخدمات,صغيرة,1,3,2,1,13,13,0
2023,1,منطقة تبوك,الخدمات,متناهية الصغر,1,0,0,0,1,1,0
2023,1,منطقة جازان,الخدمات,صغيرة,1,0,0,0,22,22,0
2023,1,منطقة جازان,الخدمات,متناهية الصغر,3,0,0,0,8,8,0
2023,1,منطقة حائل,الخدمات,متناهية الصغر,4,0,0,0,8,8,0
2023,1,منطقة عسير,الخدمات,متناهية الصغر,14,2,1,1,28,28,0
2023,1,منطقة مكة المكرمة,الخدمات,صغيرة,9,38,26,12,68,65,3
2023,1,منطقة مكة المكرمة,الخدمات,كبيرة,2,294,160,134,625,624,1
2023,1,منطقة مكة المكرمة,الخدمات,متناهية الصغر,31,13,10,3,49,49,0
2023,1,منطقة مكة المكرمة,الخدمات,متوسطة,3,289,248,41,177,175,2
2023,1,منطقة نجران,الخدمات,متناهية الصغر,1,1,1,0,0,0,0
2023,1,المنطقة الشرقية,الخدمات,صغيرة,21,118,66,52,142,139,3
2023,1,المنطقة الشرقية,الخدمات,متناهية الصغر,40,36,17,19,48,47,1
2023,1,المنطقة الشرقية,الخدمات,متوسطة,6,589,312,277,146,142,4
2023,1,منطقة الجوف,الخدمات,صغيرة,1,0,0,0,7,7,0
2023,1,منطقة الجوف,الخدمات,متناهية الصغر,4,1,0,1,6,6,0
2023,1,منطقة الحدود الشمالية,الخدمات,متناهية الصغر,1,0,0,0,1,1,0
2023,1,منطقة الرياض,الخدمات,صغيرة,157,1217,614,603,1449,1383,66
2023,1,منطقة الرياض,الخدمات,كبيرة,7,6360,3366,2994,2781,2697,84
2023,1,منطقة الرياض,الخدمات,متناهية الصغر,252,236,130,106,343,326,17
2023,1,منطقة الرياض,الخدمات,متوسطة,41,2530,1461,1069,2064,1977,87
2023,1,منطقة القصيم,الخدمات,صغيرة,2,4,2,2,22,22,0
2023,1,منطقة القصيم,الخدمات,متناهية الصغر,8,5,3,2,11,11,0
2023,1,منطقة المدينة المنورة,الخدمات,صغيرة,2,3,0,3,10,10,0
2023,1,منطقة المدينة المنورة,الخدمات,متناهية الصغر,17,11,5,6,22,21,1
2023,1,منطقة المدينة المنورة,الخدمات,متوسطة,1,54,19,35,7,6,1
2023,1,منطقة تبوك,الخدمات,صغيرة,1,2,1,1,4,4,0
2023,1,منطقة تبوك,الخدمات,متناهية الصغر,8,4,1,3,9,9,0
2023,1,منطقة جازان,الخدمات,متناهية الصغر,4,1,0,1,9,9,0
2023,1,منطقة حائل,الخدمات,صغيرة,1,4,1,3,5,5,0
2023,1,منطقة حائل,الخدمات,متناهية الصغر,3,0,0,0,10,10,0
2023,1,منطقة عسير,الخدمات,صغيرة,1,3,0,3,3,2,1
2023,1,منطقة عسير,الخدمات,متناهية الصغر,7,2,1,1,9,9,0
2023,1,منطقة مكة المكرمة,الخدمات,صغيرة,48,329,139,190,420,406,14
2023,1,منطقة مكة المكرمة,الخدمات,متناهية الصغر,124,75,34,41,192,182,10
2023,1,منطقة مكة المكرمة,الخدمات,متوسطة,4,255,97,158,189,166,23
2023,1,منطقة نجران,الخدمات,متناهية الصغر,1,0,0,0,1,1,0
2023,1,المنطقة الشرقية,الخدمات,صغيرة,3851,10713,4922,5791,39242,39070,172
2023,1,المنطقة الشرقية,الخدمات,كبيرة,18,2904,1973,931,6468,6391,77
2023,1,المنطقة الشرقية,الخدمات,متناهية الصغر,9411,3225,1454,1771,21273,21165,108
2023,1,المنطقة الشرقية,الخدمات,متوسطة,208,4683,1864,2819,13887,13831,56
2023,1,منطقة الباحة,الخدمات,صغيرة,228,510,345,165,2068,2055,13
2023,1,منطقة الباحة,الخدمات,متناهية الصغر,893,271,179,92,1959,1950,9
2023,1,منطقة الباحة,الخدمات,متوسطة,2,72,47,25,193,192,1
2023,1,منطقة الجوف,الخدمات,صغيرة,222,516,331,185,2166,2163,3
2023,1,منطقة الجوف,الخدمات,متناهية الصغر,1173,228,129,99,2648,2633,15
2023,1,منطقة الجوف,الخدمات,متوسطة,5,93,59,34,239,237,2
2023,1,منطقة الحدود الشمالية,الخدمات,صغيرة,149,328,182,146,1575,1569,6
2023,1,منطقة الحدود الشمالية,الخدمات,متناهية الصغر,1158,188,99,89,2873,2859,14
2023,1,منطقة الحدود الشمالية,الخدمات,متوسطة,4,58,19,39,272,265,7
2023,1,منطقة الرياض,الخدمات,صغيرة,4783,15050,6001,9049,54729,54095,634
2023,1,منطقة الرياض,الخدمات,كبيرة,68,18671,11924,6747,40741,39914,827
2023,1,منطقة الرياض,الخدمات,متناهية الصغر,13735,3999,1758,2241,30721,30420,301
2023,1,منطقة الرياض,الخدمات,متوسطة,482,11127,4462,6665,33197,32763,434
2023,1,منطقة القصيم,الخدمات,صغيرة,888,2184,1367,817,8945,8926,19
2023,1,منطقة القصيم,الخدمات,كبيرة,1,64,47,17,187,187,0
2023,1,منطقة القصيم,الخدمات,متناهية الصغر,4323,811,491,320,10796,10767,29
2023,1,منطقة القصيم,الخدمات,متوسطة,34,652,353,299,1977,1976,1
2023,1,منطقة المدينة المنورة,الخدمات,صغيرة,1242,3111,1664,1447,11777,11722,55
2023,1,منطقة المدينة المنورة,الخدمات,كبيرة,2,200,162,38,523,521,2
2023,1,منطقة المدينة المنورة,الخدمات,متناهية الصغر,5614,1337,735,602,12630,12532,98
2023,1,منطقة المدينة المنورة,الخدمات,متوسطة,33,654,406,248,1794,1788,6
2023,1,منطقة تبوك,الخدمات,صغيرة,451,1140,512,628,4590,4566,24
2023,1,منطقة تبوك,الخدمات,كبيرة,2,177,57,120,485,444,41
2023,1,منطقة تبوك,الخدمات,متناهية الصغر,2472,472,223,249,5715,5688,27
2023,1,منطقة تبوك,الخدمات,متوسطة,11,233,116,117,752,751,1
2023,1,منطقة جازان,الخدمات,صغيرة,677,1675,863,812,6323,6308,15
2023,1,منطقة جازان,الخدمات,متناهية الصغر,4697,877,464,413,10465,10418,47
2023,1,منطقة جازان,الخدمات,متوسطة,15,209,111,98,772,772,0
2023,1,منطقة حائل,الخدمات,صغيرة,326,695,368,327,3147,3122,25
2023,1,منطقة حائل,الخدمات,كبيرة,2,163,64,99,502,496,6
2023,1,منطقة حائل,الخدمات,متناهية الصغر,1950,327,182,145,4587,4565,22
2023,1,منطقة حائل,الخدمات,متوسطة,13,189,104,85,830,827,3
2023,1,منطقة عسير,الخدمات,صغيرة,1313,3342,1819,1523,12971,12949,22
2023,1,منطقة عسير,الخدمات,متناهية الصغر,6388,1448,758,690,14701,14624,77
2023,1,منطقة عسير,الخدمات,متوسطة,48,894,466,428,2591,2574,17
2023,1,منطقة مكة المكرمة,الخدمات,صغيرة,4536,13076,5942,7134,48590,48016,574
2023,1,منطقة مكة المكرمة,الخدمات,كبيرة,24,6115,4156,1959,13968,13746,222
2023,1,منطقة مكة المكرمة,الخدمات,متناهية الصغر,17409,4476,2079,2397,38392,37857,535
2023,1,منطقة مكة المكرمة,الخدمات,متوسطة,301,6654,3174,3480,19158,18876,282
2023,1,منطقة نجران,الخدمات,صغيرة,217,479,192,287,2330,2318,12
2023,1,منطقة نجران,الخدمات,كبيرة,1,131,65,66,384,382,2
2023,1,منطقة نجران,الخدمات,متناهية الصغر,1623,261,84,177,3806,3784,22
2023,1,منطقة نجران,الخدمات,متوسطة,8,171,63,108,598,595,3
2023,1,المنطقة الشرقية,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,صغيرة,50,166,88,78,622,620,2
2023,1,المنطقة الشرقية,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,كبيرة,3,1494,886,608,5544,4260,1284
2023,1,المنطقة الشرقية,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,متناهية الصغر,50,31,20,11,96,96,0
2023,1,المنطقة الشرقية,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,متوسطة,16,353,234,119,1344,1342,2
2023,1,منطقة الباحة,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,متناهية الصغر,1,0,0,0,2,2,0
2023,1,منطقة الجوف,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,صغيرة,1,2,0,2,13,13,0
2023,1,منطقة الجوف,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,متناهية الصغر,3,2,2,0,2,2,0
2023,1,منطقة الرياض,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,صغيرة,53,192,89,103,834,827,7
2023,1,منطقة الرياض,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,كبيرة,12,5553,3554,1999,39461,37815,1646
2023,1,منطقة الرياض,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,متناهية الصغر,124,40,20,20,274,271,3
